question_id,title,topic,sub_topic,difficulty,question_link,solution_link
136,Split Array largest Sum,Binary Search,BS on Range,Medium++,https://leetcode.com/problems/split-array-largest-sum/,https://leetcode.com/problems/split-array-largest-sum/
137,Minimize max distance to Gas Station,Binary Search,BS on Range,Medium++,https://practice.geeksforgeeks.org/problems/minimize-max-distance-to-gas-station/1,https://practice.geeksforgeeks.org/problems/minimize-max-distance-to-gas-station/1
138,Median of two Arrays ,Binary Search,BS on Range,Hard,https://leetcode.com/problems/median-of-two-sorted-arrays/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
139,kth element in two sorted arrays,Binary Search,BS on Range,Hard,https://practice.geeksforgeeks.org/problems/k-th-element-of-two-sorted-array1317/1,https://practice.geeksforgeeks.org/problems/k-th-element-of-two-sorted-array1317/1?utm_source=youtube&utm_medium=collab_striver_ytdescription&utm_campaign=k-th-element-of-two-sorted-array
140,Find Nearest Smaller on the Left,Stack,Monotonic Stack,Easy,https://practice.geeksforgeeks.org/problems/smallest-number-on-left3403/1,https://practice.geeksforgeeks.org/problems/smallest-number-on-left3403/1?utm_source=gfg&utm_medium=article&utm_campaign=bottom_sticky_on_article
141,Find Nearest Greater on the Right,Stack,Monotonic Stack,Medium,https://practice.geeksforgeeks.org/problems/next-larger-element-1587115620/1,https://practice.geeksforgeeks.org/problems/next-larger-element-1587115620/1?utm_source=gfg&utm_medium=article&utm_campaign=bottom_sticky_on_article
142,Daily Temperatures,Stack,Monotonic Stack,Medium,https://leetcode.com/problems/daily-temperatures/,https://leetcode.com/problems/daily-temperatures/
143,Find Nearest Greater on the Right II,Stack,Monotonic Stack,Medium++,https://leetcode.com/problems/next-greater-element-ii/,https://leetcode.com/problems/next-greater-element-ii/
144,Asteroid Collision,Stack,Monotonic Stack,Medium++,https://leetcode.com/problems/asteroid-collision/description/,https://leetcode.com/problems/asteroid-collision/description/
145,Online Stock Problem,Stack,Monotonic Stack,Medium,https://leetcode.com/problems/online-stock-span/,https://leetcode.com/problems/online-stock-span/
146,Trapping rain water,Stack,Monotonic Stack,Medium++,https://leetcode.com/problems/trapping-rain-water/,https://leetcode.com/problems/trapping-rain-water/
147,Sum of SubArray Minimums,Stack,Monotonic Stack,Medium++,https://leetcode.com/problems/sum-of-subarray-minimums/,https://leetcode.com/problems/sum-of-subarray-minimums/
148,Sum of SubArray Ranges,Stack,Monotonic Stack,Medium++,https://leetcode.com/problems/sum-of-subarray-ranges/description/,https://leetcode.com/problems/sum-of-subarray-ranges/description/
149,Largest Rectangle in Histogram,Stack,Monotonic Stack,Medium++,https://leetcode.com/problems/largest-rectangle-in-histogram/,https://leetcode.com/problems/largest-rectangle-in-histogram/
150,Maximal Rectangle,Stack,Monotonic Stack,Hard,https://leetcode.com/problems/maximal-rectangle/,https://leetcode.com/problems/maximal-rectangle/
151,Valid parenthesis,Stack,Classics,Easy,https://leetcode.com/problems/valid-parentheses/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
152,Evaluate Reverse Polish Notations,Stack,Classics,Medium,https://leetcode.com/problems/evaluate-reverse-polish-notation/,https://leetcode.com/problems/evaluate-reverse-polish-notation/
153,Remove Ajacent Duplicates I,Stack,Classics,Easy,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/
154,Remove Adjacent Duplicates II,Stack,Classics,Medium,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/
155,Redundant Braces,Stack,Classics,Medium,https://www.interviewbit.com/problems/redundant-braces/,https://www.interviewbit.com/problems/redundant-braces/
156,Infix to Postfix,Stack,Conversions,Medium,https://practice.geeksforgeeks.org/problems/infix-to-postfix-1587115620/1,https://practice.geeksforgeeks.org/problems/infix-to-postfix-1587115620/1
157,Postfix to Infix,Stack,Conversions,Medium,https://practice.geeksforgeeks.org/problems/postfix-to-infix-conversion/1,https://practice.geeksforgeeks.org/problems/postfix-to-infix-conversion/1?utm_source=youtube&utm_medium=collab_striver_ytdescription&utm_campaign=postfix-to-prefix-conversion
158,Infix to Prefix,Stack,Conversions,Medium,https://www.geeksforgeeks.org/convert-infix-prefix-notation/,https://www.geeksforgeeks.org/convert-infix-prefix-notation/
159,Prefix to Infix,Stack,Conversions,Medium,https://practice.geeksforgeeks.org/problems/prefix-to-infix-conversion/1,https://practice.geeksforgeeks.org/problems/prefix-to-infix-conversion/1?utm_source=youtube&utm_medium=collab_striver_ytdescription&utm_campaign=prefix-to-infix-conversion
160,Prefix to Postfix,Stack,Conversions,Medium,https://practice.geeksforgeeks.org/problems/prefix-to-postfix-conversion/1,https://practice.geeksforgeeks.org/problems/prefix-to-postfix-conversion/1
161,Postfix to Prefix,Stack,Conversions,Medium,https://practice.geeksforgeeks.org/problems/postfix-to-prefix-conversion/1?page=1&sortBy=accuracy,https://practice.geeksforgeeks.org/problems/postfix-to-prefix-conversion/1?utm_source=youtube&utm_medium=collab_striver_ytdescription&utm_campaign=postfix-to-prefix-conversion
162,Implement Stack using Queue,Stack,Design,Easy,https://leetcode.com/problems/implement-stack-using-queues/,https://leetcode.com/problems/implement-stack-using-queues/
163,Implement Queue using Stack,Stack,Design,Easy,https://leetcode.com/problems/implement-queue-using-stacks/,https://leetcode.com/problems/implement-queue-using-stacks/
164,MinStack,Stack,Design,Medium,https://leetcode.com/problems/min-stack/,https://leetcode.com/problems/min-stack/
165,Celebrity Problem,Stack,Design,Medium,https://practice.geeksforgeeks.org/problems/the-celebrity-problem/1,https://practice.geeksforgeeks.org/problems/the-celebrity-problem/1?utm_source=youtube&utm_medium=collab_striver_ytdescription&utm_campaign=the-celebrity-problem
166,LRU Cache,Stack,Design,Medium++,https://leetcode.com/problems/lru-cache/,https://leetcode.com/problems/lru-cache/
167,Maximum Frequency Stack,Stack,Design,Hard,https://leetcode.com/problems/maximum-frequency-stack/,https://leetcode.com/problems/maximum-frequency-stack/
168,LFU Cache,Stack,Design,Hard,https://leetcode.com/problems/lfu-cache/,https://leetcode.com/problems/lfu-cache/
169,Design a Circular Queue,Queues,Classics,Medium,https://leetcode.com/problems/design-circular-queue/description/,https://leetcode.com/problems/design-circular-queue/description/
170,First Non Repeating Char,Queues,Classics,Medium,https://practice.geeksforgeeks.org/problems/first-non-repeating-character-in-a-stream1216/1,https://practice.geeksforgeeks.org/problems/first-non-repeating-character-in-a-stream1216/1
171,Sliding Window Maximum ,Queues,Classics,Medium++,https://leetcode.com/problems/sliding-window-maximum/,https://leetcode.com/problems/sliding-window-maximum/
172,Sum of Maximum and Minimum,Queues,Classics,Hard,https://www.geeksforgeeks.org/sum-minimum-maximum-elements-subarrays-size-k/,https://www.geeksforgeeks.org/sum-minimum-maximum-elements-subarrays-size-k/
173,First non repeating character ,Queues,Classics,Medium,https://www.interviewbit.com/problems/first-non-repeating-character-in-a-stream-of-characters/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
174,Subsets,Backtracking,Combinations,Medium,https://leetcode.com/problems/subsets/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
175,Subsets II,Backtracking,Combinations,Medium,https://leetcode.com/problems/subsets-ii/,https://leetcode.com/problems/subsets-ii/
176,Combination Sum,Backtracking,Combinations,Medium,https://leetcode.com/problems/combination-sum/,https://leetcode.com/problems/combination-sum/
177,Combination Sum II,Backtracking,Combinations,Medium,https://leetcode.com/problems/combination-sum-ii/,https://leetcode.com/problems/combination-sum-ii/
178,Combinations ,Backtracking,Combinations,Medium,https://leetcode.com/problems/combinations/,https://leetcode.com/problems/combinations/
179,Combinaition Sum III,Backtracking,Combinations,Medium++,https://leetcode.com/problems/combination-sum-iii/,https://leetcode.com/problems/combination-sum-iii/?envType=list&envId=94tisna2
180,Letter Combinations,Backtracking,Combinations,Medium,https://leetcode.com/problems/letter-combinations-of-a-phone-number/,https://leetcode.com/problems/letter-combinations-of-a-phone-number/
181,Permutations,Backtracking,Permutations,Medium++,https://leetcode.com/problems/permutations/,https://leetcode.com/problems/permutations/
182,Permutations II,Backtracking,Permutations,Hard,https://leetcode.com/problems/permutations-ii/,https://leetcode.com/problems/permutations-ii/
183,Permutations III,Backtracking,Permutations,Medium++,https://leetcode.com/problems/letter-case-permutation/,https://leetcode.com/problems/letter-case-permutation/
184,Permutations IV,Backtracking,Permutations,Hard,https://leetcode.com/problems/permutation-sequence/,https://leetcode.com/problems/permutation-sequence/
185,M coloring Problem,Backtracking,Classics,Medium,https://practice.geeksforgeeks.org/problems/m-coloring-problem-1587115620/1,https://practice.geeksforgeeks.org/problems/m-coloring-problem-1587115620/1#
186,Palindrome Partitioning,Backtracking,Classics,Medium,https://leetcode.com/problems/palindrome-partitioning/description/,https://leetcode.com/problems/palindrome-partitioning/description/
187,Generate Parenthesis,Backtracking,Classics,Medium++,https://leetcode.com/problems/generate-parentheses/,https://leetcode.com/problems/generate-parentheses/
188,Remove Invalid Parenthesis,Backtracking,Classics,Hard,https://leetcode.com/problems/remove-invalid-parentheses/description/,https://leetcode.com/problems/remove-invalid-parentheses/description/
189,Expression Add operators,Backtracking,Classics,Hard,https://leetcode.com/problems/expression-add-operators/,https://leetcode.com/problems/expression-add-operators/
190,Word Search,Backtracking,Word Play,Medium,https://leetcode.com/problems/word-search/,https://leetcode.com/problems/word-search/
191,Word Break,Backtracking,Word Play,Medium,https://leetcode.com/problems/word-break/,https://leetcode.com/problems/word-break/
192,Maximum Score Words,Backtracking,Word Play,Hard,https://leetcode.com/problems/maximum-score-words-formed-by-letters/,https://leetcode.com/problems/maximum-score-words-formed-by-letters/
193,Rat in a Maze,Backtracking,Game Play,Medium,https://practice.geeksforgeeks.org/problems/rat-in-a-maze-problem/1,https://practice.geeksforgeeks.org/problems/rat-in-a-maze-problem/1
194,Valid Sudoku,Backtracking,Game Play,Medium,https://leetcode.com/problems/valid-sudoku/,https://leetcode.com/problems/valid-sudoku/
195,Sudoku Solver,Backtracking,Game Play,Medium++,https://leetcode.com/problems/sudoku-solver/,https://leetcode.com/problems/sudoku-solver/
196,N queens ,Backtracking,Game Play,Medium++,https://leetcode.com/problems/letter-case-permutation/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
197,PreOrder Traversal ,Trees,Traversals,Easy,https://leetcode.com/problems/binary-tree-preorder-traversal/,https://leetcode.com/problems/binary-tree-preorder-traversal/
198,InOrder Traversal ,Trees,Traversals,Easy,https://leetcode.com/problems/binary-tree-inorder-traversal/,https://leetcode.com/problems/binary-tree-inorder-traversal/
199,PostOrder Traversal,Trees,Traversals,Easy,https://leetcode.com/problems/binary-tree-postorder-traversal/,https://leetcode.com/problems/binary-tree-postorder-traversal/
200,Level order traversal ,Trees,BFS,Easy,https://leetcode.com/problems/binary-tree-level-order-traversal/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
201,Reverse Level Order Traversal,Trees,BFS,Easy,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/
202,Level Average ,Trees,BFS,Easy,https://leetcode.com/problems/average-of-levels-in-binary-tree/,https://leetcode.com/problems/average-of-levels-in-binary-tree/
203,Maximum Level Sum ,Trees,BFS,Easy,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/
204,Minimum Depth of Binary Tree,Trees,BFS,Easy,https://leetcode.com/problems/minimum-depth-of-binary-tree/,https://leetcode.com/problems/minimum-depth-of-binary-tree/
205,Maximum Depth of Tree,Trees,BFS,Easy,https://leetcode.com/problems/maximum-depth-of-binary-tree/,https://leetcode.com/problems/maximum-depth-of-binary-tree/
206,Find Largest Value in each Row,Trees,BFS,Medium,https://leetcode.com/problems/find-largest-value-in-each-tree-row/,https://leetcode.com/problems/find-largest-value-in-each-tree-row/
207,Maximum width of BT,Trees,BFS,Medium,https://leetcode.com/problems/maximum-width-of-binary-tree/,https://leetcode.com/problems/maximum-width-of-binary-tree/
208,ZigZag Travsersal,Trees,BFS,Medium,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/
209,Populate Next Right Pointer,Trees,BFS,Medium++,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/
210,Maximum Depth of Tree,Trees,Depth Finding,Easy,https://leetcode.com/problems/maximum-depth-of-binary-tree/,https://leetcode.com/problems/maximum-depth-of-binary-tree/
211,Minimum Depth of Binary Tree,Trees,Depth Finding,Easy,https://leetcode.com/problems/minimum-depth-of-binary-tree/,https://leetcode.com/problems/minimum-depth-of-binary-tree/
212,Minimum absolute different in BST,Trees,Depth Finding,Easy,https://leetcode.com/problems/minimum-absolute-difference-in-bst/,https://leetcode.com/problems/minimum-absolute-difference-in-bst/
213,Maximum depth of BT,Trees,Depth Finding,Easy,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/
214,Left View of Binary Tree,Trees,Tree Views,Easy,https://practice.geeksforgeeks.org/problems/left-view-of-binary-tree/1,https://practice.geeksforgeeks.org/problems/left-view-of-binary-tree/1
215,Right view of Binary Tree,Trees,Tree Views,Medium,https://leetcode.com/problems/binary-tree-right-side-view/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
216,Vertical Order Traversal ,Trees,Tree Views,Medium++,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/
217,Top View of Binary Tree,Trees,Tree Views,Medium++,https://practice.geeksforgeeks.org/problems/top-view-of-binary-tree/1,https://practice.geeksforgeeks.org/problems/top-view-of-binary-tree/1
218,Bottom View of Binary Tree,Trees,Tree Views,Medium++,https://practice.geeksforgeeks.org/problems/top-view-of-binary-tree/1,https://practice.geeksforgeeks.org/problems/top-view-of-binary-tree/1
219,Same Trees,Trees,Two Trees,Easy, https://leetcode.com/problems/same-tree/,https://leetcode.com/problems/same-tree/
220,Symmetric Trees,Trees,Two Trees,Easy,https://leetcode.com/problems/symmetric-tree/,https://leetcode.com/problems/symmetric-tree/
221,Merge two binary trees,Trees,Two Trees,Medium,https://leetcode.com/problems/merge-two-binary-trees/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
222,Binary Tree paths,Trees,DFS,Easy,https://leetcode.com/problems/binary-tree-paths/,https://leetcode.com/problems/binary-tree-paths/
223,Sum to Root to Leaf,Trees,DFS,Medium,https://leetcode.com/problems/sum-root-to-leaf-numbers/,https://leetcode.com/problems/sum-root-to-leaf-numbers/
224,Smallest String from leaf,Trees,DFS,Medium,https://leetcode.com/problems/smallest-string-starting-from-leaf/,https://leetcode.com/problems/smallest-string-starting-from-leaf/
225,Pseudo Palindromic,Trees,DFS,Medium++,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/
226,Path sum ,Trees,Path Sum,Easy,https://leetcode.com/problems/path-sum/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
227,Path sum II,Trees,Path Sum,Medium,https://leetcode.com/problems/path-sum-ii/,https://leetcode.com/problems/path-sum-ii/
228,Path Sum III,Trees,Path Sum,Medium++,https://leetcode.com/problems/path-sum-iii/description/,https://leetcode.com/problems/path-sum-iii/description/
229,Path Sum IV,Trees,Path Sum,Hard,https://leetcode.com/problems/binary-tree-maximum-path-sum/,https://leetcode.com/problems/binary-tree-maximum-path-sum/
230,Range sum of BST,Trees,Classics,Easy,https://leetcode.com/problems/range-sum-of-bst/,https://leetcode.com/problems/range-sum-of-bst/
231,Two Sum BST,Trees,Classics,Easy,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/
232,Deepest Leaves,Trees,Classics,Medium,https://leetcode.com/problems/deepest-leaves-sum/,https://leetcode.com/problems/deepest-leaves-sum/
233,Validate BST,Trees,Classics,Medium,https://leetcode.com/problems/validate-binary-search-tree/,https://leetcode.com/problems/validate-binary-search-tree/
234,Delete Leaves with given Value,Trees,Classics,Medium,https://leetcode.com/problems/delete-leaves-with-a-given-value/,https://leetcode.com/problems/delete-leaves-with-a-given-value/
235,Diameter of Binary Tree,Trees,Classics,Medium,https://leetcode.com/problems/validate-binary-search-tree/,https://leetcode.com/problems/validate-binary-search-tree/
236,Kth smallest element in Tree,Trees,Classics,Medium,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,https://leetcode.com/problems/kth-smallest-element-in-a-bst/
237,Nodes at distance k,Trees,Classics,Medium++,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/
238,LCA of BST,Trees,Ancestors,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/
239,LCA of BT,Trees,Ancestors,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/
240,Max difference between nodes,Trees,Ancestors,Medium++,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/
241,LCA of Deepest Leaves,Trees,Ancestors,Medium++,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/
242,Kth Ancestor of a Tree,Trees,Ancestors,Hard,https://leetcode.com/problems/kth-ancestor-of-a-tree-node/,https://leetcode.com/problems/kth-ancestor-of-a-tree-node/
243,Convert sorted array to BST,Trees,Tree Construction,Easy,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
244,Construct BST from PreOrder,Trees,Tree Construction,Medium,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/
245,Convert sorted list to BST,Trees,Tree Construction,Medium,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/
246,Construct Binary Tree from Preorder and Inorder,Trees,Tree Construction,Medium++,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/
247,Construct Binary Tree from PostOrder and Inorder,Trees,Tree Construction,Medium++,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/
248,Verify Preorder Serialization of BT,Trees,Serialize and Deserialize,Medium++,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/
249,Serialize and Deserialize a BST,Trees,Serialize and Deserialize,Medium++,https://leetcode.com/problems/serialize-and-deserialize-bst/,https://leetcode.com/problems/serialize-and-deserialize-bst/
250,Serialize and Deserialize a BT,Trees,Serialize and Deserialize,Hard,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/
251,Last stone weight,Heap,Classics,Easy,https://leetcode.com/problems/last-stone-weight/,https://leetcode.com/problems/last-stone-weight/
252,Kth Smallest Number in Matrix,Heap,Classics,Medium,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/
253,Kth Largest Number,Heap,Classics,Medium,https://leetcode.com/problems/kth-largest-element-in-an-array/,https://leetcode.com/problems/kth-largest-element-in-an-array/
254,Convert MinHeap to MaxHeap,Heap,Classics,Medium,https://practice.geeksforgeeks.org/problems/convert-min-heap-to-max-heap-1666385109/1,https://practice.geeksforgeeks.org/problems/convert-min-heap-to-max-heap-1666385109/1
255,Task Schedular,Heap,Classics,Medium++,https://leetcode.com/problems/task-scheduler/,https://leetcode.com/problems/task-scheduler/
256,Maximum Sum Combinations,Heap,Classics,Medium++,https://www.interviewbit.com/problems/maximum-sum-combinations/,https://www.interviewbit.com/problems/maximum-sum-combinations/
257,Find median from data stream,Heap,Two Heaps,Medium++,https://leetcode.com/problems/find-median-from-data-stream/,https://leetcode.com/problems/find-median-from-data-stream/?envType=list&envId=exzq2s65
258,Sliding Window Median ,Heap,Two Heaps,Hard,https://leetcode.com/problems/sliding-window-median/,https://leetcode.com/problems/sliding-window-median/
259,Find Right Next Interval,Heap,Two Heaps,Hard,https://leetcode.com/problems/find-right-interval/,https://leetcode.com/problems/find-right-interval/
260,Merge k sorted list,Heap,K way merge,Hard,https://leetcode.com/problems/merge-k-sorted-lists/,https://leetcode.com/problems/merge-k-sorted-lists/
261,Median of Two Sorted Arrays,Heap,K way merge,Easy,https://leetcode.com/problems/median-of-two-sorted-arrays/,https://leetcode.com/problems/median-of-two-sorted-arrays/
262,Merge k sorted Array,Heap,K way merge,Hard,https://leetcode.com/problems/merge-k-sorted-lists/,https://leetcode.com/problems/merge-k-sorted-lists/
263,Find K Pairs with smallest Sum,Heap,K way merge,Medium++,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/
264,Assign mice to holes ,Greedy,Classics,Easy,https://www.interviewbit.com/problems/assign-mice-to-holes/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
265,Activity Selection problem,Greedy,Classics,Easy,https://practice.geeksforgeeks.org/problems/activity-selection-1587115620/1,https://practice.geeksforgeeks.org/problems/activity-selection-1587115620/1
266,Stock Buy and sell,Greedy,Classics,Easy,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/
267,Distribute Candies,Greedy,Classics,Medium,https://leetcode.com/problems/distribute-candies/,https://leetcode.com/problems/distribute-candies/
268,Maximize Sum after K negotiations,Greedy,Classics,Easy,https://practice.geeksforgeeks.org/problems/maximize-sum-after-k-negations1149/1,https://practice.geeksforgeeks.org/problems/maximize-sum-after-k-negations1149/1
269,Fractional Knapsack,Greedy,Classics,Medium,https://practice.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,https://practice.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1
270,Job Sequecning Problem,Greedy,Classics,Medium,https://practice.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1,https://practice.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1
271,Insert Interval,Greedy,Interval Problems,Medium ,https://leetcode.com/problems/insert-interval/description/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Arrays/Interval%20Problems/01%20Insert%20Interval%20.md
272,Merge Interval,Greedy,Interval Problems,Medium,https://leetcode.com/problems/merge-intervals/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Arrays/Interval%20Problems/02%20Merge%20interval%20.md
273,N meetings in one room,Greedy,Interval Problems,Easy,https://practice.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Arrays/Interval%20Problems/03%20N%20meetings%20in%20one%20room%20.md
274,Number of rooms required for N meetings,Greedy,Interval Problems,Medium++,https://www.interviewbit.com/problems/meeting-rooms/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Arrays/Interval%20Problems/04%20Meeting%20Rooms%20II.md
275,Minimum Arrows to burst balloons,Greedy,Interval Problems,Medium++,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/description/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Arrays/Interval%20Problems/05%20Minimum%20number%20of%20arrows%20to%20burst%20balloons%20.md
276,Non overlapping intervals,Greedy,Interval Problems,Medium++,https://leetcode.com/problems/non-overlapping-intervals/description/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Arrays/Interval%20Problems/06%20Non%20overlapping%20Intervals%20.md
277,Interval List intersection,Greedy,Interval Problems,Medium,https://leetcode.com/problems/interval-list-intersections/,https://github.com/Dummy-Bug/DSA-PracticeHub/tree/master/Arrays/Interval%20Problems
278,Car pooling ,Greedy,Interval Problems,Medium++,https://leetcode.com/problems/car-pooling/description/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Arrays/Interval%20Problems/08%20Car%20Pooling%20.md
279,Detect cycle in a directed graph,Graph,Cycle Detection,Easy,https://practice.geeksforgeeks.org/problems/detect-cycle-in-a-directed-graph/1,https://github.com/Dummy-Bug/DSA-PracticeHub/new/master/Graphs/Cycle%20Detection
280,Detect cycle in a undirected graph,Graph,Cycle Detection,Easy,https://practice.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Graphs/Cycle%20Detection/02%20Detect%20cycle%20in%20undirected%20graph.md
281,Course schedule I,Graph,Cycle Detection,Medium,https://leetcode.com/problems/course-schedule/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Graphs/Cycle%20Detection/03%20Course%20schedule.md
282,Longest cycle in graph,Graph,Cycle Detection,Medium++,https://leetcode.com/problems/longest-cycle-in-a-graph/description/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Graphs/Cycle%20Detection/04%20Longest%20cycle%20in%20directed%20graph%20.md
283,Number of Islands,Graph,Island variations,Medium,https://leetcode.com/problems/number-of-islands/,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
284,Number of Close Islands,Graph,Island variations,Medium,https://leetcode.com/problems/number-of-closed-islands/,https://leetcode.com/problems/number-of-closed-islands/
285,Keys and Rooms,Graph,Island variations,Medium,https://leetcode.com/problems/keys-and-rooms/,https://leetcode.com/problems/keys-and-rooms/
286,Flood Fill,Graph,Island variations,Medium,https://leetcode.com/problems/flood-fill/,https://leetcode.com/problems/flood-fill/
287,Maximum Area of Island,Graph,Island variations,Medium++,https://leetcode.com/problems/max-area-of-island/,https://leetcode.com/problems/max-area-of-island/
288,Number of Enclaves,Graph,Island variations,Medium,https://leetcode.com/problems/number-of-enclaves/,https://leetcode.com/problems/number-of-enclaves/
289,Coloring a border,Graph,Island variations,Medium++,https://leetcode.com/problems/coloring-a-border/,https://leetcode.com/problems/coloring-a-border/
290,Topological sort,Graph,Topo sort,Medium,https://practice.geeksforgeeks.org/problems/topological-sort/1,https://github.com/Dummy-Bug/DSA-PracticeHub/blob/master/Binary%20Search/Rotated%20Sorted%20Array/04%20Rotated%20sorted%20array%20IV.md
